Tag,Sum,Frequency,Sum Rank,Frequency Rank
stupidly stupidly good,6,1,21685,50081
ineffable beauty,6,1,21685,50081
demanding chorus,6,1,21685,50081
cut out and keep,6,1,21685,50081
cliquot,6,1,21685,50081
::jUmP::,2,1,47451,50081
chest swelling,6,1,21685,50081
ahh owen pallett,6,1,21685,50081
GAYYYYY,6,1,21685,50081
enticing,6,1,21685,50081
Drumline,6,1,21685,50081
balkan pop,6,1,21685,50081
i heard this and instantly recognised owen pallett,8,1,17014,50081
the word novocaine,3,1,36404,50081
ostro,2,1,47451,50081
restoration,2,1,47451,50081
Ahhh Owen Pallett,8,1,17014,50081
independant folk,8,1,17014,50081
a little bit gay,8,1,17014,50081
Mark and Lard Graveyard Shift,2,1,47451,50081
so highschool,2,1,47451,50081
absurdity,2,1,47451,50081
mark oliver everett,2,1,47451,50081
everything will be alright,7,1,19019,50081
The Killers - Everything Will Be Alright,5,1,24991,50081
out there,2,1,47451,50081
uplifting despite lyrics,3,1,36404,50081
songs i miss,3,1,36404,50081
Kwaito,9,1,15385,50081
pretty vacant,2,1,47451,50081
taneczne,9,1,15385,50081
halt die fresse ist das geil,5,1,24991,50081
amazing ending,3,1,36404,50081
I'm such a sucker for songs like these,7,1,19019,50081
dangerous woman who?,7,1,19019,50081
radio smash,7,1,19019,50081
muzorgasm with anton gossip 2k16,7,1,19019,50081
totalna ameryka idealny brak slow i w ogole,5,1,24991,50081
Kings Of Metal Core,5,1,24991,50081
best of ariana grande,7,1,19019,50081
2016 Hits,7,1,19019,50081
will never get bored,7,1,19019,50081
hitei solo,7,1,19019,50081
ariana into you,7,1,19019,50081
cookie recipe,17,1,9199,50081
UND KEINE EIER,10,1,14250,50081
Deep Blue,3,1,36404,50081
tech death,3,1,36404,50081
brutal breakdown,3,1,36404,50081
gtmusik,3,1,36404,50081
elizabethtown,4,1,29950,50081
Tom Petty and the Heartbreakers - Learning to Fly,2,1,47451,50081
Max Martin did it again,7,1,19019,50081
sigrids 70s mixtape,2,1,47451,50081
vem grammy ,7,1,19019,50081
dona do album    ,7,1,19019,50081
tô viciada nisso,7,1,19019,50081
greg feeling,7,1,19019,50081
cara ela tá tão na sua ,7,1,19019,50081
Ska-Core,8,1,17014,50081
The Impression That I Get,5,1,24991,50081
hinoo,7,1,19019,50081
QUE HINO É ESSE,7,1,19019,50081
recipe,9,1,15385,50081
songs that are actually recipes,7,1,19019,50081
My favorite chocolate chip cookie recipe,6,1,21685,50081
earth-shattering,2,1,47451,50081
meerkat,6,1,21685,50081
Vanilla Twilight,8,1,17014,50081
good percussion,6,1,21685,50081
pretty much how I feel,7,1,19019,50081
i could listen this song forever,4,1,29950,50081
one of the most beautiful songs ive ever heard,4,1,29950,50081
psychedleic,6,1,21685,50081
songs that remind me of her,3,1,36404,50081
good feeling music,3,1,36404,50081
get ready,6,1,21685,50081
great opener for an awsome album,12,1,12260,50081
this is your brain,2,1,47451,50081
1 f4k1n l4v d1s m4n,2,1,47451,50081
slow and good,2,1,47451,50081
hypnotyzing,2,1,47451,50081
men,1,1,50081,50081
psychedelic progressive metal,2,1,47451,50081
Alex Jones,2,1,47451,50081
consciousness,2,1,47451,50081
consciousness music,3,1,36404,50081
ich scheiss auf deutsche texte,2,1,47451,50081
kochrezept,3,1,36404,50081
tres magnifique,3,1,36404,50081
electrosynth,2,1,47451,50081
my angel,2,1,47451,50081
Die Eier von Satan,5,1,24991,50081
german perhaps,5,1,24991,50081
shiny toy,2,1,47451,50081
Vanilla Twilight - Owl City,2,1,47451,50081
quite frightening really,5,1,24991,50081
me mata de fuder,7,1,19019,50081
the mighty mighty bosstones,4,1,29950,50081
pure-beautifulvoice,2,1,47451,50081
great live band,2,1,47451,50081
still not getting any,2,1,47451,50081
welcom to my life,2,1,47451,50081
Da best,1,1,50081,50081
future funk,25,1,6670,50081
Maroon 5 - Wake Up Call,5,1,24991,50081
wake up call,4,1,29950,50081
californian rock,2,1,47451,50081
 triplove,7,1,19019,50081
Maroon 5 Wake Up Call,2,1,47451,50081
blackened thrash metal,4,1,29950,50081
autumn sunny day pop,3,1,36404,50081
my break up songs,3,1,36404,50081
fiest,3,1,36404,50081
the word limit,3,1,36404,50081
listen this,2,1,47451,50081
moody loneliness,2,1,47451,50081
Black Magic,4,1,29950,50081
creepy awesome,2,1,47451,50081
rockandroll,2,1,47451,50081
Show No Mercy,2,1,47451,50081
Josh Groban,2,1,47451,50081
slaytanic Riffs,2,1,47451,50081
pure fucking thrash,2,1,47451,50081
Canada Rocks,2,1,47451,50081
simple plan - welcome to my life,3,1,36404,50081
welcome,3,1,36404,50081
simpleplan,5,1,24991,50081
songs to listen to in the rain,3,1,36404,50081
relaxed afternoon,3,1,36404,50081
mazzy star- into dust,3,1,36404,50081
Tap nod float,9,1,15385,50081
TopPop,2,1,47451,50081
Radio music actually worth listening to,2,1,47451,50081
AWESOME TUNE      all time favorite,3,1,36404,50081
SKA Favorites,2,1,47451,50081
 it is party time,7,1,19019,50081
Cute af,7,1,19019,50081
valentina,7,1,19019,50081
perigosa,7,1,19019,50081
into you,7,1,19019,50081
mighty mighty bosstones,3,1,36404,50081
song of the century,7,1,19019,50081
so in love,7,1,19019,50081
3rd wave ska,3,1,36404,50081
AG,7,1,19019,50081
bosstones,3,1,36404,50081
butera,7,1,19019,50081
classic ska,2,1,47451,50081
into,7,1,19019,50081
alt collection,2,1,47451,50081
sexxxxy,2,1,47451,50081
melhor de 2016,13,1,11433,50081
dangerous woman,19,1,8299,50081
fito paez,2,1,47451,50081
upbeat ska rock,2,1,47451,50081
roller,2,1,47451,50081
cornersoul - loved tracks,3,1,36404,50081
alt country rock,3,1,36404,50081
the mighty mighty bosstones - the impression that i get,2,1,47451,50081
Bucket,4,1,29950,50081
impression that i get,2,1,47451,50081
sigur ros-ish,10,1,14250,50081
The Bucket,8,1,17014,50081
dont call it a comeback,2,1,47451,50081
xxxkissxxx,2,1,47451,50081
hotel lobby,6,1,21685,50081
passwords and socialism,6,1,21685,50081
xx playlist,9,1,15385,50081
buchstabe,3,1,36404,50081
omfg scary as shit,6,1,21685,50081
wtf alien invasion,6,1,21685,50081
Jumped the Shark,3,1,36404,50081
zensur,3,1,36404,50081
whatever you want dawg,3,1,36404,50081
sza,17,1,9199,50081
kate beckinsale,3,1,36404,50081
doctor,2,1,47451,50081
loona luxx,3,1,36404,50081
davia ardell,3,1,36404,50081
kylee strutt,3,1,36404,50081
so real,6,1,21685,50081
voices which transcend time itself,5,1,24991,50081
gorgeous vocals,4,1,29950,50081
Song you listen to before going out at night,2,1,47451,50081
Stefani Joanne Angelina Germanotta,2,1,47451,50081
show me ur teet,2,1,47451,50081
sadboy,17,1,9199,50081
open ur mouth boy,3,1,36404,50081
dominatrix,3,1,36404,50081
show me your teeth,4,1,29950,50081
everybody goes gaga for lady gaga,5,1,24991,50081
i feel like a cabaret bitch listening to this,6,1,21685,50081
audio porn for dentists,8,1,17014,50081
i wish bryan ferry was my boyfriend,2,1,47451,50081
roxy,3,1,36404,50081
bryan ferry,4,1,29950,50081
More Than This,5,1,24991,50081
Roxy Music,16,1,9642,50081
the word doctor,2,1,47451,50081
Taz Arnold,17,1,9199,50081
beseeching,4,1,29950,50081
lemmiklood,3,1,36404,50081
extreme lawn mowing solo,3,1,36404,50081
pinkerton,4,1,29950,50081
feels alive,4,1,29950,50081
50 ways,3,1,36404,50081
numbers station,10,1,14250,50081
bootlegs,2,1,47451,50081
sentimentals,4,1,29950,50081
angry female vocals,2,1,47451,50081
mixture rock,4,1,29950,50081
rnb mellow,4,1,29950,50081
hip hop-soul,4,1,29950,50081
Roberta Flack,4,1,29950,50081
killing me softly with his song,6,1,21685,50081
god damn you half japanese girls,3,1,36404,50081
Weez,3,1,36404,50081
love with a fucking passion,3,1,36404,50081
Geeky,4,1,29950,50081
impossibly excellent,3,1,36404,50081
jeff buckley - so real,3,1,36404,50081
soul tripping music,3,1,36404,50081
my favourite on the album,3,1,36404,50081
Vietnow,4,1,29950,50081
like nothing ive ever heard,3,1,36404,50081
Bilal,17,1,9199,50081
soupy,3,1,36404,50081
suicidecore,17,1,9199,50081
flipping love this song,3,1,36404,50081
mellowness,3,1,36404,50081
sexiest song of all time,3,1,36404,50081
self-hate,17,1,9199,50081
Superchill,3,1,36404,50081
personalclassics,3,1,36404,50081
naming names,2,1,47451,50081
melodi-metal,2,1,47451,50081
stuff i should try,6,1,21685,50081
wendy divine,3,1,36404,50081
axelle parker,3,1,36404,50081
britney stevens,3,1,36404,50081
lily aldridge,3,1,36404,50081
Israel,2,1,47451,50081
Werbung,3,1,36404,50081
mac,3,1,36404,50081
adverts,4,1,29950,50081
Gothenberg Metal,2,1,47451,50081
flintbek,3,1,36404,50081
solo female,6,1,21685,50081
omg i love it,12,1,12260,50081
scream if u wanna go faster,12,1,12260,50081
girls like you,12,1,12260,50081
nz,6,1,21685,50081
ich brauche vieles,3,1,36404,50081
groovy jazzy goodness,2,1,47451,50081
february 08 love,2,1,47451,50081
mehr,3,1,36404,50081
backing melody,2,1,47451,50081
favourites songs,3,1,36404,50081
niederrhein2-poprock,3,1,36404,50081
niederrhein1-deutsch,3,1,36404,50081
yesss,3,1,36404,50081
fun catchy tunes,2,1,47451,50081
hipster fodder,2,1,47451,50081
leaves,2,1,47451,50081
Win of the most absolute degree,3,1,36404,50081
folk doom,3,1,36404,50081
nervous tension,6,1,21685,50081
macamure,6,1,21685,50081
Fuer traurige abende,6,1,21685,50081
My tag,6,1,21685,50081
motorfm,6,1,21685,50081
TAKE IT BACK,4,1,29950,50081
always it is spring and everyone is in love and flowers pick themselves,2,1,47451,50081
loving you is complicated,17,1,9199,50081
melodic death medal,2,1,47451,50081
Electronic Melodic Death Metal,2,1,47451,50081
Kickin ass,2,1,47451,50081
Burnin 4 u,2,1,47451,50081
burning for you,2,1,47451,50081
yael naim,24,1,6905,50081
macbook air,13,1,11433,50081
listen some more,2,1,47451,50081
Blue Oyster Cult,15,1,10249,50081
musicão da porra,12,1,12260,50081
sneaks up on ya,12,1,12260,50081
gr sk,12,1,12260,50081
i love this song forever and ever,2,1,47451,50081
try to tag it,2,1,47451,50081
-goodmorning-,2,1,47451,50081
from a movie,2,1,47451,50081
this is an amazingly cute and heart-touching song for anyone in love with anyone else,2,1,47451,50081
moldy,2,1,47451,50081
pixie dust,2,1,47451,50081
music that reminds me how much i love you,3,1,36404,50081
female and male duet,3,1,36404,50081
adam green,5,1,24991,50081
Kimya Dawson,5,1,24991,50081
macbook air commercial,6,1,21685,50081
Anyone Else But You,8,1,17014,50081
The Moldy Peaches,19,1,8299,50081
Erfolgreich,2,1,47451,50081
powerrap,2,1,47451,50081
Eifersucht,4,1,29950,50081
slayer - black magic,2,1,47451,50081
chillectro,17,1,9199,50081
the expendables 3,9,1,15385,50081
breakbeat techno rock,2,1,47451,50081
terrifying,3,1,36404,50081
Stuff to fall asleep to,2,1,47451,50081
frightening,3,1,36404,50081
Crispian Mills,2,1,47451,50081
break beat,2,1,47451,50081
long-ass song,2,1,47451,50081
8 string guitar,8,1,17014,50081
will I ever get tired of this,8,1,17014,50081
snowman,5,1,24991,50081
threatening,3,1,36404,50081
NigthWish,2,1,47451,50081
opratic metal,2,1,47451,50081
the snowman,2,1,47451,50081
howard blake,2,1,47451,50081
narayan,4,1,29950,50081
old school swagger,5,1,24991,50081
HilLesha,5,1,24991,50081
club love,5,1,24991,50081
lnl,5,1,24991,50081
sxsw12,5,1,24991,50081
greatttt,5,1,24991,50081
check out this artist,5,1,24991,50081
2011 music mix,5,1,24991,50081
Raw Pop,5,1,24991,50081
cute vocals,5,1,24991,50081
brill building,5,1,24991,50081
Ambient Drone,3,1,36404,50081
Holdin On,10,1,14250,50081
nightmarish,3,1,36404,50081
mustHear,10,1,14250,50081
from: australia,10,1,14250,50081
saladfingers,5,1,24991,50081
0002,5,1,24991,50081
walking in the air,2,1,47451,50081
clever music,3,1,36404,50081
the best bassint in the world,2,1,47451,50081
fucking hard music,2,1,47451,50081
para um amor,4,1,29950,50081
empowering music,2,1,47451,50081
somewhere at the bottom of the river between vega ant altair,4,1,29950,50081
just lose it,9,1,15385,50081
if this doesnt make you want to beat shit up then you have no soul,3,1,36404,50081
vl-u3,3,1,36404,50081
more than just words,3,1,36404,50081
neue Mucke,3,1,36404,50081
the word slow,3,1,36404,50081
Smart Ass,3,1,36404,50081
hip-hop stuff,2,1,47451,50081
Undaground,2,1,47451,50081
lose it,2,1,47451,50081
Howard Blake cover,2,1,47451,50081
see metallica and Die,2,1,47451,50081
dont cry tomato baby,2,1,47451,50081
worst choices for wedding music EVAR,3,1,36404,50081
misfits covers,6,1,21685,50081
nuts,1,1,50081,50081
san diego,1,1,50081,50081
misfits cover,7,1,19019,50081
peter auty,2,1,47451,50081
Ashlee Simpson,1,1,50081,50081
true grunge,2,1,47451,50081
sickman,2,1,47451,50081
salad fingers,85,1,2597,50081
rusty spoons,12,1,12260,50081
good singing,2,1,47451,50081
p-vine,10,1,14250,50081
nature sounds,8,1,17014,50081
somewhere at the bottom of the river between vega and altair,4,1,29950,50081
Good Punk,2,1,47451,50081
white trash,2,1,47451,50081
pick me up,7,1,19019,50081
Balkan Beat Box,2,1,47451,50081
alone i break,7,1,19019,50081
i will make it go away,7,1,19019,50081
where to leave my hurt behind,7,1,19019,50081
lazy taggers will love this,2,1,47451,50081
Promise,8,1,17014,50081
untouchables,4,1,29950,50081
I aint no goddamn son of a bitch,3,1,36404,50081
hau,4,1,29950,50081
owns,4,1,29950,50081
napoleon complex,3,1,36404,50081
Set me free,4,1,29950,50081
depressive playlist,13,1,11433,50081
1-17-19,10,1,14250,50081
y102fm,10,1,14250,50081
Lust on my tounge,19,1,8299,50081
Punx,2,1,47451,50081
i am in such a bad mood and this is making me so happy,4,1,29950,50081
Al oh Al,4,1,29950,50081
please dont i cant,4,1,29950,50081
Beautiful rhythm,4,1,29950,50081
pretty melodies,4,1,29950,50081
banks gif,12,1,12260,50081
my tracks are better,12,1,12260,50081
fresh for 2014,12,1,12260,50081
Transando sem se tocar,12,1,12260,50081
rel-mnth:2014:july,12,1,12260,50081
neosoul,12,1,12260,50081
discovered in 2016,9,1,15385,50081
psyschizoidelic,4,1,29950,50081
numb it again,4,1,29950,50081
Old School up your ass,4,1,29950,50081
Airbourne,23,1,7136,50081
sex-rock,2,1,47451,50081
sounds 90s,2,1,47451,50081
One of the thousands of things we have in Common,4,1,29950,50081
i like it rough,7,1,19019,50081
elegant folk rock,2,1,47451,50081
unwinding,2,1,47451,50081
rock melancholy,2,1,47451,50081
ciarry,2,1,47451,50081
latest,2,1,47451,50081
your latest trick,2,1,47451,50081
homicide songs,2,1,47451,50081
saxophone ballad rock,3,1,36404,50081
chromatic harmonic structure,2,1,47451,50081
blister in the sun,7,1,19019,50081
Runnin wild,6,1,21685,50081
Fodas,4,1,29950,50081
Violent Femmes,22,1,7351,50081
Airnourne,2,1,47451,50081
SXSW2007,2,1,47451,50081
great-drums,2,1,47451,50081
Noisy Pop,2,1,47451,50081
foot-stompin,2,1,47451,50081
davide fa sisi,2,1,47451,50081
army of 2 commercial,2,1,47451,50081
next mix maybe,2,1,47451,50081
Dancing With Myself,5,1,24991,50081
pop gem,2,1,47451,50081
happy and dancing in my room,2,1,47451,50081
vocal instrument blend,3,1,36404,50081
undergroud,4,1,29950,50081
maja maciupa,4,1,29950,50081
Stargazers,4,1,29950,50081
Malcolm in the Middle,3,1,36404,50081
underaminute,2,1,47451,50081
Music My Neighbourhood Should Play Me More Often,2,1,47451,50081
Leonardo - Gois,2,1,47451,50081
not sane,2,1,47451,50081
Prix,2,1,47451,50081
word: television,2,1,47451,50081
gartenkunst-loved tracks,2,1,47451,50081
crank da volume up on dat shit son,12,1,12260,50081
childlike,2,1,47451,50081
open up ya open up ya,10,1,14250,50081
great album closers,7,1,19019,50081
great closer of a great album,7,1,19019,50081
songs that are great for running to,7,1,19019,50081
momentary obsessions,7,1,19019,50081
listen high,5,1,24991,50081
shouting party,2,1,47451,50081
fire in my head,2,1,47451,50081
pointed,2,1,47451,50081
thirty-six,2,1,47451,50081
wicked wicked wicked,2,1,47451,50081
good4,2,1,47451,50081
diabolical,2,1,47451,50081
walburga,2,1,47451,50081
36,2,1,47451,50081
punk ska metal,4,1,29950,50081
absolute fucking genius,2,1,47451,50081
boy to a man,17,1,9199,50081
Danish band,17,1,9199,50081
Slow pop,17,1,9199,50081
indescribably amazing,3,1,36404,50081
danish artist,17,1,9199,50081
the songs I really love playlist,3,1,36404,50081
songs for a magical bike ride,3,1,36404,50081
whether its a celebration of singing magic mushrooms or blowjobs is your call,5,1,24991,50081
Psychadelia,3,1,36404,50081
Caught in a mosh,3,1,36404,50081
the knife-neverland,2,1,47451,50081
dancing alone in my dorm at 3:00 AM,2,1,47451,50081
music for the night,2,1,47451,50081
countdown to exinction,2,1,47451,50081
that 70s show,3,1,36404,50081
megadeth - sweating bullets,2,1,47451,50081
sweating bullets,2,1,47451,50081
powerful music,2,1,47451,50081
hello me,3,1,36404,50081
Anthrax- Caught in a mosh,2,1,47451,50081
Joey Belladonna,2,1,47451,50081
oldschool thrash metal,2,1,47451,50081
crossover thrash,2,1,47451,50081
classic thrash,2,1,47451,50081
in spanish,2,1,47451,50081
bro spo,5,1,24991,50081
Excellent 1st track,3,1,36404,50081
prowler,3,1,36404,50081
music i bounce to,4,1,29950,50081
romantics song for love,2,1,47451,50081
josh klinghoffer,4,1,29950,50081
Live Performances,1,1,50081,50081
U2 - Elevation,2,1,47451,50081
Elevation,8,1,17014,50081
mother fucking favorites,5,1,24991,50081
just evil,5,1,24991,50081
open up ya,5,1,24991,50081
brosport,5,1,24991,50081
pop faves,2,1,47451,50081
Bike song,3,1,36404,50081
fucking horrible,100,1,2300,50081
bubbula,3,1,36404,50081
one of my favorite riffs,2,1,47451,50081
grand rapids mi,4,1,29950,50081
Soundtrack For Rainy Days,1,1,50081,50081
terrapin,3,1,36404,50081
Contemporary Gospel,7,1,19019,50081
ballads classics,3,1,36404,50081
lentas,2,1,47451,50081
rape the replay button,4,1,29950,50081
songs of forever,4,1,29950,50081
darlingcore,42,1,4413,50081
herzquadrat,4,1,29950,50081
back to front,2,1,47451,50081
lionel,2,1,47451,50081
Lionel Richie Hello,2,1,47451,50081
exhilirating,4,1,29950,50081
richie,2,1,47451,50081
Mistakes We Knew We Were Making,1,1,50081,50081
liebeslieder,1,1,50081,50081
indie girls,1,1,50081,50081
such,4,1,29950,50081
fuck this,4,1,29950,50081
A Fine Frenzy - Almost Lover,2,1,47451,50081
LD,4,1,29950,50081
winter 2010,4,1,29950,50081
Never Get Enough,2,1,47451,50081
cup of coffee,2,1,47451,50081
Beautifully written and sung,2,1,47451,50081
HEY EBONI YOU REALLY NEED TO CHECK THIS OUT,4,1,29950,50081
crying song,3,1,36404,50081
Almost lover,7,1,19019,50081
yb,4,1,29950,50081
shes a bitch but i love her voice,2,1,47451,50081
New gothic,2,1,47451,50081
small hands,4,1,29950,50081
Lingnoy love song,2,1,47451,50081
it make me cry sometimes,7,1,19019,50081
waterloo,9,1,15385,50081
nice nice nice,3,1,36404,50081
minimalista,3,1,36404,50081
most likely to be on my stereo when my brain is on holiday,3,1,36404,50081
Liz Fraser,3,1,36404,50081
Lorelei,5,1,24991,50081
in my secret galaxy,6,1,21685,50081
la dispute,14,1,10718,50081
eurovision 1974,1,1,50081,50081
eur74,1,1,50081,50081
eurovision song contest winner,1,1,50081,50081
dansband,1,1,50081,50081
La Dispute Saw You In My Sleep,14,1,10718,50081
